value_tot_resial_building_aud000, sa4_code16, new_houses_num, value_tot_building_aud000, value_new_oth_resial_building_aud000, new_oth_resial_building_num, value_new_houses_aud000, sa4_name16, tot_dwl_num, value_non_resial_building_aud000, value_alterations_additions_conversions_resial_building_aud000
667280.9,102,826,932152.2,329752.4,1127,253396.1,"Central Coast",1973,264871.4,84132.4
1612092.0,115,2125,1911000.8,602793.2,1983,940858.5,"Sydney - Baulkham Hills and Hawkesbury",4117,298908.7,68440.3
1364470.2,116,2863,1915602.2,590719.1,2444,745872.6,"Sydney - Blacktown",5323,551132.1,27878.6
2498282.5,117,139,5274113.0,2264031.5,4510,51601.2,"Sydney - City and Inner South",4723,2775830.5,182649.7
1075007.8,118,175,1407139.6,484534.7,1111,222085.9,"Sydney - Eastern Suburbs",1325,332131.9,368387.1
1796358.8,119,1038,2149818.2,1388230.8,4707,316178.6,"Sydney - Inner South West",5779,353459.5,91949.3
1299805.8,120,280,1697073.9,960870.6,2709,181213.8,"Sydney - Inner West",3018,397268.1,157721.4
1505120.2,121,537,2729919.0,748485.3,2243,348867.2,"Sydney - North Sydney and Hornsby",2790,1224798.8,407767.7
751574.1,122,526,992201.1,219052.9,626,276986.8,"Sydney - Northern Beaches",1185,240627.0,255534.4
1027325.2,123,2498,1348089.0,215087.9,841,768199.7,"Sydney - Outer South West",3356,320763.8,44037.6
912776.6,124,1697,1245416.2,331009.7,1465,510090.4,"Sydney - Outer West and Blue Mountains",3177,332639.6,71676.4
2033031.6,125,917,3648320.0,1731013.2,5529,233834.1,"Sydney - Parramatta",6547,1615288.5,68184.2
963691.9,126,231,1272869.4,782614.4,2514,116831.8,"Sydney - Ryde",2750,309177.5,64245.8
1866625.4,127,3970,3267122.0,673989.6,2257,1160757.8,"Sydney - South West",6288,1400496.6,31878.1
851533.6,128,418,1058245.6,547343.3,1641,215993.1,"Sydney - Sutherland",2065,206712.0,88197.2
512220.7,101,1212,684079.5,49919.0,218,407373.5,"Capital Region",1449,171858.9,54928.1
342663.1,103,761,502616.7,53137.4,223,247681.2,"Central West",990,159953.6,41844.4
200704.3,104,468,770468.9,30006.0,147,141864.1,"Coffs Harbour - Grafton",626,569764.6,28834.2
150535.7,105,321,387860.6,40485.3,190,99574.6,"Far West and Orana",511,237324.9,10475.9
677862.4,106,1669,1119691.0,87644.8,307,535483.4,"Hunter Valley exc Newcastle",1981,441828.6,54734.2
958285.7,107,889,1209938.2,545295.0,1804,314597.2,"Illawarra",2719,251652.6,98393.4
412553.1,108,1040,716387.5,43583.7,198,320469.3,"Mid North Coast",1255,303834.4,48500.1
228712.2,109,556,325464.2,13755.7,58,181592.1,"Murray",618,96751.9,33364.4
223523.9,110,522,320089.8,26039.3,141,168290.3,"New England and North West",668,96565.9,29194.3
1031557.5,111,1242,1423810.2,497105.1,1693,417050.6,"Newcastle and Lake Macquarie",2956,392252.8,117401.8
515374.8,112,956,684776.2,131124.0,457,310852.5,"Richmond - Tweed",1442,169401.5,73398.3
246048.8,113,599,474038.3,15979.1,74,195887.1,"Riverina",677,227989.5,34182.6
504881.2,114,1026,576151.7,84309.3,317,358116.3,"Southern Highlands and Shoalhaven",1357,71270.5,62455.6
5946418.0,206,580,1.2075804E7,4780438.0,13630,470935.8,"Melbourne - Inner",14294,6129385.5,695044.1
1923097.4,207,1125,2559032.8,839419.5,2256,817985.7,"Melbourne - Inner East",3393,635935.4,265692.2
2689423.2,208,1042,3276639.0,1677499.6,4545,615751.8,"Melbourne - Inner South",5597,587215.9,396171.8
1520072.2,209,2768,2169476.2,522913.0,2084,834846.6,"Melbourne - North East",4861,649404.0,162312.7
1701074.4,210,4282,2312644.0,384301.0,1641,1247781.6,"Melbourne - North West",5926,611569.5,68991.7
1257921.9,211,1424,1710888.5,512238.4,1908,569569.0,"Melbourne - Outer East",3339,452966.7,176114.5
3560055.8,212,7587,5193656.0,1102386.8,4298,2338968.0,"Melbourne - South East",11895,1633600.5,118700.8
3433563.0,213,8511,4642878.5,840519.0,3311,2440953.0,"Melbourne - West",11860,1209315.4,152091.0
1009399.6,214,1127,1835711.5,254495.8,876,557148.2,"Mornington Peninsula",2010,826311.9,197755.6
430715.6,201,1209,651910.9,18572.6,104,349642.6,"Ballarat",1317,221195.3,62500.3
429413.5,202,1056,665635.0,51908.0,314,313886.2,"Bendigo",1373,236221.4,63619.3
1524139.6,203,3386,2128806.5,256022.3,811,1109745.5,"Geelong",4204,604667.0,158371.8
525932.2,204,1496,722560.9,19872.3,74,449698.4,"Hume",1574,196628.7,56361.4
778085.0,205,2229,1129870.5,14526.5,73,667281.8,"Latrobe - Gippsland",2308,351785.5,96276.6
213158.7,215,566,403689.6,6841.9,25,172571.2,"North West",593,190530.9,33745.6
242509.6,216,665,538290.5,6313.5,23,201566.2,"Shepparton",689,295780.9,34629.8
243147.1,217,554,342927.0,7539.3,30,186926.2,"Warrnambool and South West",587,99779.9,48681.6
625191.8,301,1261,795941.4,190856.6,664,376025.5,"Brisbane - East",1928,170749.6,58309.8
681909.5,302,722,947176.5,354031.3,1118,239232.1,"Brisbane - North",1843,265267.0,88646.0
1222204.2,303,1421,1693123.0,515742.0,2005,573945.7,"Brisbane - South",3433,470918.8,132516.5
484797.8,304,528,587964.3,170570.3,742,226869.5,"Brisbane - West",1271,103166.5,87358.0
1647449.8,305,377,3009502.8,1092417.4,3338,234110.3,"Brisbane Inner City",3721,1362052.9,320922.0
1137625.4,310,3930,1525007.5,157759.5,741,919354.9,"Ipswich",4675,387382.2,60510.9
818889.2,311,3081,1153290.2,96291.2,464,681628.2,"Logan - Beaudesert",3552,334401.0,40969.8
832458.5,313,2376,996931.3,219350.9,804,565037.5,"Moreton Bay - North",3190,164472.8,48070.1
549753.6,314,1237,709571.8,204477.0,791,309269.2,"Moreton Bay - South",2032,159818.2,36007.4
573647.1,306,967,917525.4,208254.8,567,292304.4,"Cairns",1549,343878.3,73088.0
113336.5,307,306,295857.9,4097.9,23,86484.6,"Darling Downs - Maranoa",333,182521.4,22754.0
164967.7,308,410,607364.1,15303.7,72,118543.1,"Central Queensland",484,442396.3,31120.9
2091584.2,309,2732,3210714.2,1008309.1,3324,928499.2,"Gold Coast",6063,1119130.0,154775.9
285656.4,312,495,601867.3,5994.9,18,189554.6,"Mackay - Isaac - Whitsunday",522,316210.9,90106.9
100829.2,315,179,192703.2,7401.7,21,87292.3,"Queensland - Outback",201,91874.0,6135.2
1435799.1,316,3356,1884983.2,278101.1,1085,1005637.5,"Sunshine Coast",4476,449184.1,152060.6
353300.6,317,933,588120.4,57400.0,297,247887.6,"Toowoomba",1242,234819.7,48013.0
246868.1,318,686,697235.5,9041.9,44,187421.5,"Townsville",735,450367.4,50404.8
456198.9,319,1462,664150.7,13415.6,83,383434.1,"Wide Bay",1549,207951.8,59349.2
1154821.2,401,1346,2485636.5,559957.5,1881,425537.2,"Adelaide - Central and Hills",3250,1330815.2,169326.5
625554.9,402,2435,1221584.5,80523.5,433,513432.5,"Adelaide - North",2883,596029.6,31598.8
728563.7,403,1605,1035007.7,216555.6,872,421614.6,"Adelaide - South",2487,306444.0,90393.6
635356.3,404,1417,1251593.2,237944.3,1034,342158.4,"Adelaide - West",2464,616236.9,55253.6
153233.7,405,509,315460.3,1520.4,6,121546.7,"Barossa - Yorke - Mid North",519,162226.7,30166.5
59319.1,406,177,178689.2,600.0,3,43970.6,"South Australia - Outback",181,119370.1,14748.6
307719.3,407,1036,616743.1,3880.8,22,261490.3,"South Australia - South East",1059,309023.8,42348.2
238260.4,502,764,323415.7,22940.0,102,207698.0,"Mandurah",867,85155.3,7622.3
718545.3,503,372,1889967.8,337247.2,1237,257256.8,"Perth - Inner",1613,1171422.5,124041.3
586508.0,504,1985,767124.3,51111.8,259,476414.8,"Perth - North East",2247,180616.3,58981.4
1015655.6,505,2560,1902714.9,194936.1,781,730433.8,"Perth - North West",3350,887059.2,90285.7
1017889.0,506,2693,1638129.0,259437.0,1019,688134.8,"Perth - South East",3721,620240.0,70317.2
1324234.2,507,2700,1878386.8,504009.8,1320,736978.5,"Perth - South West",4035,554152.4,83246.0
462645.0,501,1303,628458.8,15757.4,76,389962.3,"Bunbury",1387,165813.8,56925.3
238905.0,509,641,414902.0,7590.8,41,184772.6,"Western Australia - Wheat Belt",688,175997.0,46541.6
90134.4,510,167,363735.5,5692.3,19,67148.2,"Western Australia - Outback (North)",187,273601.1,17293.9
145724.8,511,321,311018.3,5528.6,26,110036.0,"Western Australia - Outback (South)",350,165293.5,30160.2
432515.6,601,1120,858292.4,65840.0,301,303043.6,"Hobart",1429,425776.9,63632.0
190674.5,602,584,307642.1,12962.0,65,154879.6,"Launceston and North East",652,116967.6,22832.9
83610.3,603,279,130823.8,0.0,0,69972.7,"South East",282,47213.6,13637.6
144727.6,604,426,228080.8,13142.6,59,114832.7,"West and North West",485,83353.2,16752.2
241586.6,701,458,622566.9,14654.4,52,154496.6,"Darwin",525,380980.3,72435.6
126058.7,702,147,281330.9,38273.8,90,56913.7,"Northern Territory - Outback",248,155272.3,30871.1
1740205.8,801,1192,3038422.2,1199815.2,4446,441638.7,"Australian Capital Territory",5645,1298216.4,98751.8
